Name,edr3id,TIC,DESIID,RA(deg),DEC(deg),CLASS,Pwd,G,bp_rp,MG,AV,Teff,Teff_err,Log_g,e_logg,Chi2,RV,sample
WDJ162710.78+270332.01,1305086870144745984,1200410377,39628417930366202,246.79479663048932,27.05892724462532,DB,1.0,19.016,-0.143,10.812,0.15,,,,,,,non-DA
WDJ140151.43+032946.46,3670768531957521408,1002675216,39627872800870047,210.4641604987307,3.4962717559805734,DB,1.0,20.049,-0.217,11.531,0.08,,,,,,,non-DA
WDJ231614.70-070940.33,2631037763700401664,2052617651,39627615757142424,349.0613089515224,-7.161184255641681,DB,0.87,19.83,-0.384,8.783,0.12,,,,,,,non-DA
WDJ205157.36+084420.03,1749910035924310016,1936172681,39628000685195813,312.98897339358984,8.73886983906739,DB,0.99,19.736,0.144,12.312,0.15,,,,,,,non-DA
WDJ043056.05-005200.78,3206435120757383680,671995283,39627767741945456,67.73357103272912,-0.8667731149324515,DB,1.0,19.851,-0.134,12.248,0.12,,,,,,,non-DA
WDJ115313.55+521847.66,792230185449362048,900339747,39633282287012561,178.30643065720787,52.313260150969576,DB,0.99,19.784,0.025,11.866,0.06,,,,,,,non-DA
WDJ163937.03+050228.06,4435177190572914176,1204144167,39627909626861569,249.9042998372207,5.041105703055719,DB,1.0,19.15,0.014,11.634,0.19,,,,,,,non-DA
WDJ174939.34+251622.16,4581905849069279232,1507727125,39628380227770856,267.41394441260724,25.272808253345907,DB,1.0,19.877,-0.351,10.492,0.18,,,,,,,non-DA
WDJ090352.35+642626.83,1044430905588764416,802428311,39633437639838385,135.96822197969166,64.4407639712865,DB,1.0,19.739,-0.262,10.796,0.32,,,,,,,non-DA
WDJ140457.79+332405.99,1481727231375659520,1000858340,39632951255762613,211.24057853716977,33.40169661365566,DB,0.99,19.723,0.014,11.732,0.07,,,,,,,non-DA
WDJ173500.40+163754.65,4549915936215529984,1506537365,39628188392882822,263.7517496692345,16.631880360034877,DB,1.0,19.002,-0.091,11.422,0.12,,,,,,,non-DA
WDJ172520.13+244604.73,4570232849513416704,1507367459,39628369171586783,261.33389637100856,24.768033051759215,DB,1.0,19.448,-0.173,11.422,0.12,,,,,,,non-DA
WDJ114607.87+762431.07,1080455304560879616,900726870,39633535287429450,176.53226990022335,76.40860626657344,DB,0.99,19.834,-0.043,11.184,0.18,,,,,,,non-DA
WDJ122632.58-004400.79,3696405123028161024,953279018,39627769738431133,186.6356796012991,-0.7335623407436703,DB,0.97,20.187,-0.035,11.556,0.09,,,,,,,non-DA
WDJ172201.24+330404.43,1333874180504570880,1400008635,39632941831162771,260.50514755338287,33.067901841666654,DB,0.91,19.73,-0.419,8.539,0.11,,,,,,,non-DA
WDJ172156.97+095625.17,4491672503191653376,1505119552,39628029630092023,260.48735340366306,9.940361176442403,DB,1.0,19.152,-0.021,11.784,0.32,,,,,,,non-DA
WDJ204140.74-045234.88,6914475065375531008,1997241183,39627669217740746,310.4197983375548,-4.87644826134456,DB,1.0,19.191,-0.129,10.907,0.15,,,,,,,non-DA
WDJ214529.71-020020.64,2674592133696734208,2024602567,39627741884058315,326.3737437205135,-2.00589491467676,DB,0.99,19.838,0.029,11.806,0.12,,,,,,,non-DA
WDJ025242.22+015708.83,1227982689666048,640009797,39627833768678689,43.175987143895895,1.95233751341914,DB,1.0,19.436,-0.075,11.452,0.2,,,,,,,non-DA
WDJ005632.69-001815.09,2536068821241035776,610769958,39627778923959073,14.136250179337257,-0.3042616873814515,DB,1.0,19.16,-0.103,11.043,0.13,,,,,,,non-DA
WDJ093921.05+384344.13,800937359764306560,840696983,39633053030547527,144.8377290905699,38.72888581215609,DB,1.0,19.82,-0.231,11.101,0.07,,,,,,,non-DA
WDJ145334.46+020840.46,1154178280757405696,1100026725,39627842832567108,223.39356139651997,2.144560872855858,DB,0.96,19.758,0.073,11.243,0.15,,,,,,,non-DA
WDJ023427.39+033457.26,2503802140695832576,630277112,39627869923575733,38.61448084806585,3.582562289050302,DB,1.0,18.811,-0.195,11.962,0.07,,,,,,,non-DA
WDJ234432.15-072853.54,2439426319005262848,2052423203,39627609876729770,356.13411556256113,-7.481618168552393,DB,1.0,19.434,-0.257,11.311,0.15,,,,,,,non-DA
WDJ091749.86+023040.80,3845190456678278656,804407288,39627847463081026,139.45781760986986,2.5112367569676572,DB,0.87,19.831,0.194,11.483,0.09,,,,,,,non-DA
WDJ141325.90-021832.97,3646993624526982144,1002339964,39627733948434900,213.3579246968959,-2.309298044610394,DB,0.98,19.85,0.399,13.077,0.07,,,,,,,non-DA
WDJ145030.62-020301.93,6340353455341128704,1180147617,39627740143422581,222.6275859895362,-2.0505142251573956,DB,1.0,19.304,-0.099,11.221,0.18,,,,,,,non-DA
WDJ153905.50+442952.07,1397533468506882560,1101932732,39633158248860216,234.772929675788,44.497711223223426,DB,0.99,19.169,0.025,11.63,0.07,,,,,,,non-DA
WDJ101116.83+453846.56,810163048299326976,840776390,39633178649955511,152.81995344506467,45.64623460104539,DB,1.0,19.604,-0.235,10.635,0.06,,,,,,,non-DA
WDJ164136.01+061049.67,4435909156079377920,1307686701,39627939716792585,250.40001048812084,6.180496201296375,DB,1.0,19.541,0.006,12.129,0.19,,,,,,,non-DA
WDJ084800.90-030905.72,5762241305291943936,837175228,39627708430288920,132.00366924976774,-3.1516753179172743,DB,1.0,19.606,-0.049,11.521,0.07,,,,,,,non-DA
WDJ073818.04+693020.82,1108649256597899136,743476765,39633485085805555,114.57498106296391,69.50572838222651,DB,1.0,19.363,0.067,12.034,0.08,,,,,,,non-DA
WDJ160315.51+545851.83,1621338231411028992,1201159783,39633322464248710,240.8144587447341,54.981073910246266,DB,0.85,20.807,0.392,12.96,0.06,,,,,,,non-DA
WDJ040554.08-302158.77,4887120896730776576,686283636,39627087811715119,61.47526534756044,-30.36635830992148,DB,1.0,19.002,-0.03,11.965,0.02,,,,,,,non-DA
WDJ132442.04+361920.69,1473692992534763008,1000786358,39633005739771574,201.1750555934844,36.32240794050449,DB,0.76,20.611,0.255,11.444,0.07,,,,,,,non-DA
WDJ090345.12+530454.09,1017504278140526976,802186395,39633292906989519,135.93789921959757,53.081525385010224,DB,0.96,19.487,0.223,11.826,0.06,,,,,,,non-DA
WDJ020301.06+071552.78,2567807701845463552,630493089,39627960067556083,30.754473231001516,7.264624636494132,DB,0.78,19.763,0.395,11.942,0.22,,,,,,,non-DA
WDJ073106.08+345740.91,893879657479886592,741311625,39632979919635862,112.77528148294944,34.961321203640445,DB,1.0,19.774,-0.276,11.588,0.1,,,,,,,non-DA
WDJ102701.90+583143.13,1047250843675453568,841111400,39633368240882470,156.75783851841746,58.52852380265166,DB,1.0,18.756,-0.079,11.81,0.03,,,,,,,non-DA
WDJ230417.47+164229.76,2816982978302233600,2053457049,39636985807113410,346.07291345292316,16.708310646550455,DB,0.94,19.561,0.089,10.69,0.27,,,,,,,non-DA
WDJ112644.54+754107.44,1080321370300164736,900725194,39633530875021916,171.6852919845031,75.68525507154519,DB,0.99,19.739,0.441,13.732,0.03,,,,,,,non-DA
WDJ143744.77-020244.18,3649619769394823168,1002377894,39627740088897949,219.43635487146796,-2.0455687503323485,DB,1.0,19.421,-0.122,11.794,0.13,,,,,,,non-DA
WDJ160433.31+014855.46,4412448910837426176,1203929588,39627831050767678,241.13876461498424,1.8153865715815116,DB,0.87,19.0,-0.497,7.723,0.26,,,,,,,non-DA
WDJ173334.77+180042.32,4550678829781714432,1506611080,39628217241313563,263.39482012808935,18.01175057469054,DB,0.58,19.4,0.243,10.282,0.14,,,,,,,non-DA
WDJ164703.44+245129.19,1300280909117626880,1270030235,39628369028973369,251.7643507278493,24.85804137969472,DB,0.99,19.675,-0.249,9.933,0.16,,,,,,,non-DA
WDJ232616.77-115209.31,2436451040539970560,2052395230,39627508450070824,351.569918903621,-11.869205625397498,DB,1.0,19.376,-0.047,11.592,0.08,,,,,,,non-DA
WDJ074911.90+255527.74,874062300419102592,740639016,39628394320627420,117.2994614663788,25.924288398013783,DB,0.99,19.559,0.155,12.292,0.06,,,,,,,non-DA
WDJ021305.90+294152.89,300206050643500928,620610714,39628473337122453,33.27454130839962,29.697990579520983,DB,0.88,19.622,0.327,12.02,0.2,,,,,,,non-DA
WDJ171249.22+645515.91,1632190312394731520,1271225783,39633443700608923,258.2051242249545,64.92103206204314,DB,0.99,19.716,0.024,11.538,0.08,,,,,,,non-DA
WDJ103432.32+295228.25,735533456045529856,840477285,39628475165838729,158.6345688871039,29.874501799739235,DB,1.0,19.624,-0.352,10.552,0.06,,,,,,,non-DA
WDJ150704.70+522941.81,1593140053126266368,1102138695,39633286489703654,226.7695522845459,52.49489706578703,DB,1.0,19.841,-0.136,11.533,0.07,,,,,,,non-DA
WDJ094902.16-024020.98,3826664265570641920,841935221,39627720761540786,147.2589810370549,-2.6725318771021,DB,1.0,20.352,-0.233,12.264,0.12,,,,,,,non-DA
WDJ135254.23-053938.82,3620768240684302848,1002036413,39627649449986187,208.22588382533945,-5.6608631944027685,DB,1.0,19.543,-0.127,11.157,0.1,,,,,,,non-DA
WDJ102953.33+020812.54,3855635812846967296,842245739,39627841725273447,157.47211902985916,2.1368210838894472,DB,1.0,18.952,-0.12,11.274,0.09,,,,,,,non-DA
WDJ104903.16+354110.52,750635832368574592,900072746,39632995413394662,162.2631732658697,35.68619850735119,DB,1.0,19.652,-0.155,11.15,0.06,,,,,,,non-DA
WDJ103917.11+055741.78,3859359549492856320,842271487,39627932192214006,159.8212531071549,5.961563546348661,DB,0.98,19.403,-0.034,10.179,0.09,,,,,,,non-DA
WDJ084208.23-021432.20,3072364035824813056,803559592,39627732560118744,130.5343008056341,-2.2423077213879123,DB,1.0,19.146,-0.046,11.169,0.07,,,,,,,non-DA
WDJ133942.75+125819.39,3740556493477582848,1003009528,39628099800794542,204.92819334880292,12.972015059362368,DB,1.0,19.283,-0.216,10.463,0.1,,,,,,,non-DA
WDJ114039.37-004949.75,3793981385514342400,902877551,2780935875461132,175.16399331977,-0.830410324627906,DB,1.0,18.954,-0.219,10.438,0.09,,,,,,,non-DA
WDJ085644.18-075443.81,5756019684387544064,837003889,39627594198419301,134.18411630795364,-7.91211635428396,DB,0.99,19.761,-0.088,10.447,0.11,,,,,,,non-DA
WDJ170741.85+390032.07,1341344953994673152,1270580314,39633059208760771,256.924473187643,39.008895396210306,DB,0.99,19.106,0.039,11.673,0.08,,,,,,,non-DA
WDJ131052.22+325328.52,1466826782937433088,950077505,39632940946163657,197.7176544205234,32.89124375009875,DB,1.0,19.74,-0.279,11.281,0.07,,,,,,,non-DA
WDJ131426.25+341028.88,1473037443086179072,950091767,39632966153931091,198.60928752652293,34.174677949942016,DB,1.0,19.179,-0.163,10.61,0.07,,,,,,,non-DA
WDJ040854.60-043354.64,3203570579433449472,671948882,39627677111419976,62.22750553515403,-4.56522771560438,DB,0.99,19.474,-0.113,10.217,0.27,,,,,,,non-DA
WDJ111150.37-022527.23,3791127500005316096,902845515,39627727145276907,167.95990528732847,-2.4243814244263353,DB,0.99,19.691,0.278,13.39,0.02,,,,,,,non-DA
WDJ072524.59+542423.55,987078351858978688,742825729,39633314201473193,111.35246604090518,54.406517672738474,DB,1.0,19.904,-0.053,11.945,0.16,,,,,,,non-DA
WDJ093939.37+562112.32,1025159524770077696,841063811,39633338671040835,144.91379152868896,56.35331211704906,DB,1.0,18.76,0.021,11.945,0.03,,,,,,,non-DA
WDJ133245.33+185012.94,3746901053527510016,1003066629,39628233502626378,203.1888712946193,18.836874618140516,DB,1.0,19.833,-0.231,10.858,0.08,,,,,,,non-DA
WDJ101342.60+085121.21,3876502962994300416,842362259,39627998034399468,153.42739934413768,8.85591780471743,DB,1.0,19.409,-0.337,10.389,0.1,,,,,,,non-DA
WDJ190001.76+714224.52,2263010335460061696,1718203059,39633504186664916,285.0072910715432,71.70670227152294,DB,1.0,19.102,-0.166,10.842,0.2,,,,,,,non-DA
WDJ130335.33+101849.05,3734533334420789248,953565133,39628034512260247,195.89716680967328,10.313624712537152,DB,0.57,19.306,-0.33,7.194,0.09,,,,,,,non-DA
WDJ151437.33+043959.31,1156070849506656768,1100065244,39627903251513780,228.655503787144,4.6664379416858335,DB,0.77,20.324,0.172,11.121,0.12,,,,,,,non-DA
WDJ092903.71+382224.33,811332413275038208,840786447,39633043513672258,142.2652897240397,38.37342003608369,DB,1.0,18.826,-0.092,11.741,0.04,,,,,,,non-DA
WDJ011847.76-000142.11,2533837431111898624,610757570,39627785056033695,19.69891726744796,-0.0284927935133446,DB,1.0,19.07,-0.216,11.033,0.12,,,,,,,non-DA
WDJ142941.75-060635.23,3641353881495345664,1002230352,39627643590542851,217.42396563817763,-6.109777221728622,DB,0.99,19.925,-0.036,11.472,0.21,,,,,,,non-DA
WDJ064414.07+615203.48,1004075702112924800,743126762,39633407117887957,101.05850386635348,61.86765731448005,DB,0.99,19.451,0.149,12.779,0.12,,,,,,,non-DA
WDJ094921.14+003653.52,3834196538696009728,842026488,39627799278913129,147.33800481987396,0.6148429266831599,DB,0.99,19.333,0.126,12.083,0.06,,,,,,,non-DA
WDJ012130.84+274255.23,296526809859202304,620557259,39628430676853739,20.37856561394088,27.71529377745344,DB,0.97,19.807,0.069,11.241,0.18,,,,,,,non-DA
WDJ084845.70+381033.52,718295965582423936,801578915,39633043379455996,132.19034085151094,38.17598688540289,DB,1.0,19.611,-0.195,11.54,0.08,,,,,,,non-DA
WDJ023039.27+000752.39,2500407127962139136,630254898,39627791397820503,37.66364784641077,0.1311237787721755,DB,0.91,20.177,0.135,11.523,0.12,,,,,,,non-DA
WDJ203605.48-084118.12,6906375547330534400,1996738401,39627579157645617,309.0227880268825,-8.688459445337418,DB,1.0,19.715,-0.108,11.759,0.16,,,,,,,non-DA
WDJ152521.14+042111.13,4428452444314364416,1103710888,39627891247415722,231.3379515724667,4.353046106274135,DB,1.0,19.398,-0.053,11.357,0.14,,,,,,,non-DA
WDJ210907.89+115128.47,1757125099944095744,1937254721,39628072122584993,317.28284776514175,11.85790819503162,DB,0.99,19.91,0.041,12.488,0.21,,,,,,,non-DA
WDJ232534.60+311455.10,2870807371016364032,2054225062,39628509227780791,351.3941568877964,31.24860144711465,DB,0.94,19.593,0.363,12.347,0.21,,,,,,,non-DA
WDJ221310.27-080312.35,2619432727706939392,2024249667,39627597511917986,333.29280662217076,-8.053340678843039,DB,1.0,19.754,-0.269,11.439,0.17,,,,,,,non-DA
WDJ213313.93+193258.11,1786995223097260032,2001051540,39628252557347492,323.3082066736942,19.54960088202489,DB,1.0,19.72,-0.107,11.467,0.22,,,,,,,non-DA
WDJ144426.40+413521.39,1489781768227249152,1102034198,39633104943450230,221.10992134414775,41.58928522226142,DB,1.0,19.281,-0.019,11.509,0.06,,,,,,,non-DA
WDJ022746.38-042109.38,2489966195609210880,630197073,39627682710819961,36.94340870908921,-4.352602534069536,DB,0.89,19.897,0.259,11.993,0.1,,,,,,,non-DA
WDJ140134.10+390227.22,1496015243242471936,1000974576,39633058600586821,210.392108977147,39.04079184588747,DB,0.98,19.601,-0.163,9.57,0.06,,,,,,,non-DA
WDJ092914.61-084502.91,5741455488940257280,876332725,39627576389406358,142.3109179071576,-8.75099424457255,DB,1.0,18.696,0.03,12.048,0.04,,,,,,,non-DA
WDJ072403.24+702352.22,1108994026509387392,743485064,39633493407302946,111.01358742819995,70.39783213356404,DB,1.0,19.573,-0.185,11.2,0.13,,,,,,,non-DA
WDJ172023.74+210706.92,4567240532918352896,1507263842,39628285595881006,260.09885924455045,21.118428485812043,DB,1.0,19.856,0.052,12.25,0.13,,,,,,,non-DA
WDJ222804.38+142808.29,2734444839428147712,51698807,39628137184629988,337.0182657516762,14.46892696127584,DB,0.66,19.145,0.41,11.635,0.12,,,,,,,non-DA
WDJ173357.24+362229.52,1336348390905190656,1400056998,39633006582829901,263.48848330261404,36.3748774174486,DB,1.0,19.566,-0.169,10.703,0.11,,,,,,,non-DA
WDJ174820.80+795814.68,1706553612379305984,1401119518,39633553020945950,267.0865843260177,79.97076019584469,DB,1.0,19.428,-0.162,11.346,0.2,,,,,,,non-DA
WDJ181619.18+410927.22,2112838758164228608,1550631269,39633101067916104,274.07977565250303,41.15751962632176,DB,1.0,18.431,0.008,11.788,0.06,,,,,,,non-DA
WDJ042445.09-124701.57,3178444917672350208,671585824,39627480130128601,66.18788069544571,-12.783829634019856,DB,1.0,19.675,-0.084,12.03,0.12,,,,,,,non-DA
WDJ101022.07-034534.35,3828228698818190336,841956232,39627696711404422,152.5918835838445,-3.759537484976526,DB,0.99,19.61,-0.393,9.709,0.11,,,,,,,non-DA
WDJ134120.88+004204.76,3663222686735693824,1002557529,39627806291789885,205.33709595435212,0.7012774323930514,DB,1.0,19.831,-0.237,12.075,0.07,,,,,,,non-DA
WDJ120219.71+492937.31,1546780420950246912,950379299,39633240234919784,180.5816026812695,49.49297491487032,DB,1.0,19.502,1.153,14.94,0.02,,,,,,,non-DA
WDJ181243.38+401305.14,2112413899998797824,1550608192,39633082722026731,273.1807022488207,40.21800952639366,DB,1.0,19.833,-0.219,11.213,0.12,,,,,,,non-DA
WDJ161448.58+243506.95,1302890801827295232,1200351355,39628363408605925,243.70240415771443,24.585215344798673,DB,1.0,19.504,-0.081,10.72,0.18,,,,,,,non-DA
WDJ104312.87+495850.44,835822866552679040,900368928,39633247855969608,160.80359227043576,49.980646349756576,DB,1.0,19.549,-0.65,9.826,0.05,,,,,,,non-DA
WDJ161742.26+293308.85,1317826228478737408,1200520522,39628471160278565,244.42610832227544,29.55233790521689,DB,1.0,19.668,-0.319,10.037,0.12,,,,,,,non-DA
WDJ101706.29+465955.93,810354981797753984,840778069,39633199583725504,154.27618481973843,46.9987470404619,DB,1.0,19.504,-0.053,11.521,0.05,,,,,,,non-DA
WDJ021705.13+030244.73,2514748500504442880,630362746,39627857781064441,34.2713963142968,3.0457220485548335,DB,0.99,19.535,-0.144,10.448,0.14,,,,,,,non-DA
WDJ230027.32+274035.68,1883338658171221248,2040061608,39628435504497916,345.1137226667823,27.67654924420301,DB,0.99,19.788,-0.101,10.626,0.19,,,,,,,non-DA
WDJ180419.61+605456.48,2158843492900604928,1551491858,39633399769467382,271.08188480878533,60.91566374242724,DB,1.0,19.708,-0.141,10.541,0.12,,,,,,,non-DA
WDJ211925.67+020808.48,2692189095744222720,1981986433,39627844451568271,319.8569605276761,2.13567280357261,DB,0.89,19.924,-0.362,9.097,0.23,,,,,,,non-DA
WDJ083719.62-045834.01,5755593142595765248,836990372,39627666185262752,129.33178531812342,-4.976190669203797,DB,0.72,19.802,0.215,10.418,0.08,,,,,,,non-DA
WDJ210752.15-084908.36,6896987332935934976,1996154365,39627579287673181,316.96732748663555,-8.818906810838476,DB,1.0,19.585,-0.26,10.46,0.31,,,,,,,non-DA
WDJ105300.34-065204.93,3764460499036652544,902725569,39627624661649465,163.2513751134147,-6.868130254331127,DB,0.98,19.934,-0.196,10.283,0.1,,,,,,,non-DA
WDJ172520.21+345910.80,1335824130016311808,1400035469,39632981966455049,261.3341772874323,34.986303068242606,DB,1.0,18.802,-0.112,11.504,0.07,,,,,,,non-DA
WDJ225935.96+083713.60,2713804532273967104,2053039012,39627995240989722,344.89985880540956,8.62036839753114,DB,1.0,19.421,-0.119,10.797,0.29,,,,,,,non-DA
WDJ012009.57-020353.92,2533310082142821888,630421400,39627736746034517,20.03977888726695,-2.065068317916676,DB,1.0,19.342,-0.09,11.316,0.13,,,,,,,non-DA
WDJ133834.98+505111.34,1558784197408266240,1001188956,39633259927177162,204.645639472401,50.85322203405662,DB,1.0,19.003,-0.06,11.722,0.05,,,,,,,non-DA
WDJ150433.94+050418.07,1156743922421130752,1100078545,39627909232591208,226.14127007894075,5.071661361187043,DB,0.99,19.631,0.028,11.888,0.11,,,,,,,non-DA
WDJ102305.85+331752.17,749217909045339648,840570209,39632945421487345,155.77432662338998,33.29777524216721,DB,1.0,19.782,-0.169,12.0,0.06,,,,,,,non-DA
WDJ040350.05-085130.02,3194101654014305280,671825843,39627575043031858,60.958599610399446,-8.858314295350201,DB,0.99,19.426,0.045,11.691,0.11,,,,,,,non-DA
WDJ180441.86+391647.19,4610492979593090048,1688069545,39633064090928176,271.1745768290676,39.27997679648159,DB,1.0,18.707,-0.158,11.389,0.09,,,,,,,non-DA
WDJ221221.72-040726.61,2627232942367744512,2024346799,39627693704088346,333.0904815621852,-4.124109608793727,DB,1.0,19.164,-0.107,11.279,0.3,,,,,,,non-DA
WDJ181626.08+560143.88,2150851868730053632,1551354448,39633336506778798,274.10865136045135,56.02884957237687,DB,1.0,19.886,-0.316,10.99,0.09,,,,,,,non-DA
WDJ142028.89+303042.51,1285105548412919296,1000491622,39637287784417198,215.12029959338315,30.511741140926944,DB,1.0,19.824,-0.197,11.655,0.08,,,,,,,non-DA
WDJ031917.74-064026.13,5169285679548571648,651938545,39627622770017235,49.82389213610198,-6.673944380404673,DB,0.99,19.912,-0.223,10.558,0.19,,,,,,,non-DA
WDJ073004.90+665949.85,1107925984105189504,743459096,39633462482702455,112.52028014707716,66.99709902321865,DB,0.98,19.882,-0.025,10.137,0.16,,,,,,,non-DA
WDJ173109.12+420834.30,1347537300402951936,1400316822,39633118998561116,262.78796752714385,42.14276526143504,DB,1.0,19.242,0.002,12.082,0.08,,,,,,,non-DA
WDJ113001.76+122720.87,3917503133118492672,903366672,39628087473737363,172.50723829102358,12.455739680728763,DB,0.99,19.643,-0.011,10.977,0.08,,,,,,,non-DA
WDJ130542.59+071924.36,3730313619248798720,953519905,39627962827408794,196.4274764091826,7.323265675728316,DB,0.99,19.612,0.001,11.532,0.09,,,,,,,non-DA
WDJ102954.39+652733.50,1053739164870479360,841175351,39633448075265593,157.47652492471093,65.45929153847099,DB,1.0,19.652,-0.086,10.747,0.11,,,,,,,non-DA
WDJ003746.48+323001.08,361731633252765184,600210599,39628530044113585,9.443586791232027,32.50026898548215,DB,1.0,19.646,-0.004,11.741,0.2,,,,,,,non-DA
WDJ222522.66+292442.96,1894392636976933376,2002994768,39628472506649717,336.3444013887663,29.411915836757025,DB,1.0,19.742,-0.12,11.875,0.18,,,,,,,non-DA
WDJ175449.59+253519.81,4581264971228424192,1507675036,39628385709727009,268.7066583926562,25.588699900892426,DB,0.98,19.079,0.158,11.646,0.14,,,,,,,non-DA
WDJ085413.95+050843.70,581977105219243904,800104090,39627913703722544,133.55805803162843,5.14550108553446,DB,1.0,19.008,-0.258,10.607,0.09,,,,,,,non-DA
WDJ090157.34+324619.41,712497317350492672,801509137,39632934981864538,135.48885748564444,32.77196094007974,DB,1.0,19.409,-0.056,11.51,0.07,,,,,,,non-DA
WDJ134226.53+290343.40,1455121485227779072,1000689851,39628460036984644,205.6105444515241,29.062044663688063,DB,0.91,19.422,-0.579,7.728,0.07,,,,,,,non-DA
WDJ005526.95+124226.98,2776556173427063296,611262649,39628090778845987,13.862319115477296,12.70737757008689,DB,0.98,19.842,-0.015,10.53,0.25,,,,,,,non-DA
WDJ165904.66+105734.74,4444873817979338752,1308011995,39628053315322593,254.7693302564844,10.959616245812455,DB,0.97,19.457,0.152,11.553,0.19,,,,,,,non-DA
WDJ013230.20+111136.45,2585340308103934976,630569095,39628055429254890,23.125775730704135,11.19340005149775,DB,0.81,19.547,-0.333,8.418,0.23,,,,,,,non-DA
WDJ002528.84-134611.82,2423078299086385152,610443792,39627455618616920,6.3702184124535535,-13.769939768822448,DB,1.0,19.683,-0.193,11.376,0.1,,,,,,,non-DA
WDJ071759.56+372905.50,898346908799792512,741451723,39633028724559200,109.49818082229116,37.484844108596135,DB,1.0,19.89,-0.302,10.908,0.11,,,,,,,non-DA
WDJ220122.69+090148.62,2725324081238224384,2025470712,39628006943100857,330.34449768023967,9.030126276421354,DB,1.0,18.924,-0.21,10.65,0.19,,,,,,,non-DA
WDJ155819.88+685603.21,1646919503302778880,1102496960,39633481524838672,239.5829360217287,68.9341894565103,DB,0.99,19.51,0.024,11.43,0.08,,,,,,,non-DA
WDJ073149.99+414341.19,924725940801139328,741625889,39633108114343096,112.9582586059412,41.728022333058625,DB,0.98,19.813,0.134,12.128,0.1,,,,,,,non-DA
WDJ144930.57+445720.00,1586753471116356352,1102067050,2781934988034048,222.3773991385269,44.95536562524895,DB,1.0,19.257,-0.103,10.94,0.07,,,,,,,non-DA
WDJ210957.69+055706.99,1733648052788492288,1935238069,39627934826238887,317.49040342868585,5.951930649929244,DB,0.96,19.739,0.005,10.28,0.34,,,,,,,non-DA
WDJ171915.20+124351.11,4540712027459968000,1308396935,39628094805382534,259.8133338813528,12.730863841885231,DB,1.0,19.483,-0.077,11.5,0.27,,,,,,,non-DA
WDJ065603.96+661919.48,1102394478545418624,743410647,39633455176223933,104.01643587385304,66.322053210094,DB,1.0,19.387,-0.176,10.331,0.2,,,,,,,non-DA
WDJ075708.64+430422.87,922656320615344640,741589764,39633130583232159,119.2858719725382,43.07294783254808,DB,0.97,19.891,0.008,10.883,0.13,,,,,,,non-DA
WDJ144100.59+043047.18,1158847975360297472,1100118118,39627897085890315,220.25247804613247,4.5129901789278755,DB,1.0,19.754,-0.133,10.912,0.1,,,,,,,non-DA
WDJ175828.97+265243.14,4582939733597351936,1507793051,39628418274297219,269.62070309488456,26.878636865272327,DB,1.0,19.731,-0.332,10.439,0.19,,,,,,,non-DA
WDJ110826.21+321919.41,757831483137464704,900086970,39628527171012175,167.10934761175443,32.322062934490624,DB,0.99,19.378,0.503,13.494,0.03,,,,,,,non-DA
WDJ071732.34+421226.76,949717633942137984,742212570,39633117085958844,109.38468424931897,42.20736493719216,DB,1.0,19.196,-0.172,11.542,0.12,,,,,,,non-DA
WDJ140129.63+050130.73,3671816233395446784,1002691001,39627908968350478,210.3732967217906,5.025190173445649,DB,0.97,18.737,0.109,11.063,0.08,,,,,,,non-DA
WDJ013431.26+051044.32,2561917137019127296,630458023,39627911866615222,23.630211747054155,5.178926009350316,DB,1.0,19.448,0.021,11.84,0.11,,,,,,,non-DA
WDJ113131.98-022617.70,3793484547993030656,902871897,2780893559128071,172.88316341645202,-2.438197945488304,DB,0.9,19.761,-0.149,9.346,0.09,,,,,,,non-DA
WDJ141306.66+354927.96,1482454279142067712,1000865780,39632996109649126,213.2776467741397,35.824527565530616,DB,1.0,19.487,-0.125,11.512,0.07,,,,,,,non-DA
WDJ151651.89+331846.89,1278347159674371328,1101411072,39632946453285764,229.21606721412928,33.313108490582295,DB,0.99,19.826,-0.079,10.355,0.09,,,,,,,non-DA
WDJ173434.90+212345.56,4556563892754454528,1507176762,39628296920504466,263.64543793440043,21.39597385055163,DB,1.0,19.92,-0.197,11.212,0.17,,,,,,,non-DA
WDJ012347.31+170244.16,2593280465683523072,630627760,39628190276125551,20.94714646571047,17.045539161991208,DB,0.93,19.694,0.195,11.558,0.27,,,,,,,non-DA
WDJ191804.21+634336.80,2254069965898210048,1718058470,39633430815706737,289.5176794688229,63.72696480867764,DB,1.0,19.391,0.002,11.914,0.11,,,,,,,non-DA
WDJ174810.29+452356.07,1350540234161336576,1400416085,39633175760080045,267.0428587792239,45.39885554438888,DB,0.99,19.631,-0.124,9.88,0.11,,,,,,,non-DA
WDJ213353.04-103309.74,6893189070017956864,2029321432,39627537667588803,323.47095660991465,-10.552879551650376,DB,0.97,19.643,-0.288,9.596,0.18,,,,,,,non-DA
WDJ204122.06+001123.52,4228103657455133184,1983820873,39627795973803803,310.34196051085496,0.1898397267889125,DB,0.99,19.897,0.041,11.426,0.18,,,,,,,non-DA
WDJ214827.38+024951.23,2694131864071950848,2025003902,39627856652798928,327.11403742516006,2.830739799047598,DB,0.98,19.233,0.163,12.073,0.11,,,,,,,non-DA
