sdss_id,gaia,cls,G,bprp,MG,chi_ha,snr_ha,chi_hb,snr_hb
71701863,2804488952797847424,DC/DA,19.89,0.13,12.49,0.83,7.6,0.73,9.5
115628935,182480378585321216,DZ/DA,19.28,0.509,13.69,1.82,5.9,0.35,4.2
79371610,3720594894235230464,DC/DB,19.62,0.387,13.63,1.94,6.4,0.77,7.8
89650210,4500890636879312512,DZ/DC,19.62,0.387,13.79,147.28,6.5,0.72,5.4
80139317,3870757503638582784,DC/DB,19.31,0.373,13.37,0.72,7.2,1.05,6.9
79053273,3666208754158079616,DZ:,19.98,0.465,13.8,0.85,8.6,0.82,8.6
64140519,1852484575191861120,DZ/DA,19.8,0.387,13.25,0.97,5.4,0.71,7.5
56283644,661408161675837824,DB:,19.95,0.038,12.6,0.71,5.4,0.79,8.2
57488125,869282276695910016,DZ:,19.96,0.091,12.05,0.76,5.0,0.88,8.9
117245420,391275300238403968,DC/DB,19.49,0.12,12.97,0.87,8.2,0.87,9.7
94917420,5184690490289083264,DZ:,19.95,0.342,12.66,0.7,10.1,0.84,10.1
110563334,6461896837929656960,DC:,19.79,0.577,13.88,1.11,9.3,0.97,10.4
90078146,4537214858932459008,DB/DA,19.72,0.215,12.99,1.78,14.9,0.83,11.6
57750654,896124069949643008,DB:,19.9,0.114,12.09,3.14,38.4,1.33,50.9
61042687,1396603002496338432,DZ:,19.81,0.398,13.8,0.73,6.6,0.8,6.5
70425072,2558891727695926272,DZ/DC,19.65,0.525,13.95,0.85,14.3,1.19,13.3
110182512,6420353955738249600,DZ:,19.94,0.312,12.99,0.91,5.4,0.66,6.6
68447598,2189185890660081664,DZ:,19.83,0.481,14.15,1.0,7.3,0.79,8.0
92532870,4764772190594414720,DZA/DA,19.04,0.445,13.73,0.82,6.0,0.26,5.0
60817704,1361588470594026368,DC/DA,19.55,0.436,13.28,2.18,9.4,0.86,10.3
61154801,1414323492099348992,DZ:,19.64,0.296,13.7,0.83,9.9,0.76,11.6
75765688,3205807089163342720,DZ/DA,19.72,0.466,13.88,0.91,7.7,0.58,7.1
75918898,3226783984315005056,DB/DC,19.75,0.363,14.02,0.93,7.3,0.96,9.6
